Row.names	RNAINO_R1.x	RNAINO_R2.x	RNAINO_R3.x	RNAINO_R4.x	RNAINO_R5.x	RNAISO_R1.x	RNAINO_R1.y	RNAINO_R2.y	RNAINO_R3.y	RNAINO_R4.y	RNAINO_R5.y	RNAISO_R1.y	logFC	logCPM	PValue	FDR
transcript:CTRG_00001-t43_1	1164	916	858	2542	1835	1577	113.3995942	93.36701749	103.1102647	144.3688537	119.8875866	107.6245107	8.54E-02	6.83E+00	7.99E-01	9.34E-01
transcript:CTRG_00002-t43_1	2739	2770	2506	3647	3417	3317	266.8397667	282.3434918	301.1588849	207.1255741	223.245713	226.3731782	-6.01E-02	8.03E+00	9.94E-01	1.00E+00
transcript:CTRG_00003-t43_1	2297	2016	1341	5166	3827	4430	223.779096	205.4889817	161.1548542	293.3947671	250.0325853	302.3313776	5.99E-01	7.91E+00	2.05E-01	5.41E-01
transcript:CTRG_00004-t43_1	134	116	91	352	256	188	13.05459245	11.82377077	10.93593716	19.99128108	16.72546167	12.8303158	2.55E-02	3.83E+00	9.08E-01	9.77E-01
transcript:CTRG_00005-t43_1	873	870	862	3469	2876	3170	85.04969562	88.6782808	103.5909652	197.0163467	187.9001085	216.3409632	9.66E-01	7.16E+00	2.53E-02	2.17E-01
transcript:CTRG_00006-t43_1	1420	1315	1143	4342	3285	1616	138.3397111	134.0367118	137.3601777	246.5969955	214.6216469	110.2861188	-4.38E-01	7.31E+00	3.87E-01	6.97E-01
transcript:CTRG_00007-t43_1	3034	2754	2254	9793	6975	3470	295.5793545	280.7126268	270.8747512	556.1778851	455.7034968	236.8148714	-4.24E-01	8.40E+00	5.02E-01	7.75E-01
transcript:CTRG_00008-t43_1	436	492	377	2130	1835	1081	42.47613664	50.14909673	45.30602538	120.9699679	119.8875866	73.77431584	2.51E-01	6.15E+00	5.91E-01	8.21E-01
transcript:CTRG_00009-t43_1	1463	1460	1291	4409	3385	2849	142.5288714	148.8164253	155.1460975	250.4021542	221.1550303	194.4338814	2.97E-01	7.51E+00	4.57E-01	7.43E-01
transcript:CTRG_00010-t43_1	643	540	406	1606	1488	847	62.64255932	55.04169153	48.79110425	91.21021991	97.21674598	57.80466745	-7.42E-02	6.07E+00	9.25E-01	9.85E-01
transcript:CTRG_00011-t43_1	30	33	77	718	673	989	2.922669953	3.363658927	9.253485289	40.77766992	43.96967073	67.49565066	2.19E+00	4.72E+00	3.39E-02	2.45E-01
transcript:CTRG_00012-t43_1	1156	1155	1261	1633	2023	1582	112.6202155	117.7280624	151.5408435	92.74364203	132.1703475	107.9657425	-2.05E-02	6.93E+00	9.62E-01	1.00E+00
transcript:CTRG_00013-t43_1	6981	6370	4303	16597	11211	13805	680.105298	649.288102	517.1136	942.6002614	732.4576204	942.1410084	6.01E-01	9.55E+00	2.70E-01	6.05E-01
transcript:CTRG_00014-t43_1	13207	12293	9611	14787	10757	11954	1286.656735	1253.013915	1155.003209	839.8041854	702.7960595	815.8169949	-2.76E-01	1.01E+01	8.47E-01	9.53E-01
transcript:CTRG_00015-t43_1	1234	1225	932	3933	2794	1915	120.2191574	124.8630965	112.0032245	223.36849	182.542734	130.6917806	-4.25E-03	7.19E+00	9.51E-01	9.96E-01
transcript:CTRG_00016-t43_1	26068	23947	18116	19854	14681	15085	2539.605344	2440.895161	2177.092721	1127.576405	959.1660267	1029.49635	-7.98E-01	1.09E+01	5.55E-01	8.05E-01
transcript:CTRG_00017-t43_1	615	727	512	2320	1911	883	59.91473403	74.10242545	61.52966842	131.7607162	124.852958	60.26153643	-3.40E-01	6.36E+00	5.26E-01	7.88E-01
transcript:CTRG_00018-t43_1	649	810	756	2155	2435	1523	63.22709331	82.5625373	90.85240102	122.3898032	159.0878874	103.9392072	2.51E-01	6.65E+00	5.06E-01	7.77E-01
transcript:CTRG_00019-t43_1	890	866	890	2386	1942	709	86.70587526	88.27056457	106.9558689	135.5090814	126.8783069	48.38666968	-9.69E-01	6.60E+00	3.62E-02	2.52E-01
transcript:CTRG_00020-t43_1	1558	1588	1616	2464	2328	1027	151.7839929	161.8633447	194.2030159	139.9389675	152.0971671	70.08901236	-1.05E+00	7.21E+00	1.03E-01	4.04E-01
transcript:CTRG_00021-t43_1	274	265	256	1990	1704	1186	26.6937189	27.01120047	30.76483421	113.0188902	111.3288543	80.9401837	7.38E-01	5.91E+00	2.66E-01	6.00E-01
transcript:CTRG_00022-t43_1	486	480	480	1316	1169	851	47.34725323	48.92594803	57.68406414	74.74013038	76.37525272	58.07765289	1.39E-01	5.90E+00	6.85E-01	8.77E-01
transcript:CTRG_00023-t43_1	236	221	206	972	881	864	22.99167029	22.52632191	24.75607753	55.20319661	57.55910834	58.96485558	9.65E-01	5.29E+00	3.44E-02	2.46E-01
transcript:CTRG_00024-t43_1	338	416	368	1647	1569	824	32.92874813	42.40248829	44.22444917	93.5387498	102.5087866	56.23500116	1.20E-01	5.87E+00	7.57E-01	9.17E-01
transcript:CTRG_00025-t43_1	313	352	343	1024	877	377	30.49318984	35.87902855	41.22007083	58.15645404	57.297773	25.72887796	-5.70E-01	5.33E+00	2.03E-01	5.39E-01
transcript:CTRG_00026-t43_1	52003	48029	40163	42073	31868	37563	5066.253518	4895.550746	4826.593892	2389.469229	2082.058643	2563.538044	-5.33E-01	1.19E+01	7.15E-01	8.96E-01
transcript:CTRG_00027-t43_1	786	705	525	1651	1394	1930	76.57395276	71.85998617	63.09194515	93.76592345	91.07536552	131.715476	9.16E-01	6.48E+00	2.42E-02	2.14E-01
transcript:CTRG_00028-t43_1	176	160	131	634	662	415	17.14633039	16.30864934	15.7429425	36.0070233	43.25099855	28.32223966	4.19E-01	4.64E+00	3.74E-01	6.88E-01
transcript:CTRG_00029-t43_1	46	56	35	313	276	343	4.481427261	5.70802727	4.206129677	17.776338	18.03213837	23.40850169	1.55E+00	3.57E+00	2.39E-02	2.12E-01
transcript:CTRG_00030-t43_1	278	248	174	1380	1137	1272	27.08340823	25.27840648	20.91047325	78.37490876	74.28457001	86.80937072	1.25E+00	5.64E+00	3.22E-02	2.40E-01
transcript:CTRG_00031-t43_1	136	149	80	521	502	747	13.24943712	15.1874297	9.61401069	29.58936773	32.797585	50.98003139	1.62E+00	4.64E+00	1.52E-03	4.91E-02
transcript:CTRG_00032-t43_1	400	326	281	1117	999	466	38.9689327	33.22887304	33.76921255	63.43824137	65.26850083	31.80280405	-3.28E-01	5.43E+00	5.08E-01	7.77E-01
transcript:CTRG_00033-t43_1	141	131	116	718	509	461	13.73654878	13.35270665	13.9403155	40.77766992	33.25492184	31.46157225	7.35E-01	4.55E+00	1.75E-01	5.08E-01
transcript:CTRG_00034-t43_1	75	78	88	372	374	139	7.306674881	7.950466555	10.57541176	21.12714932	24.43485416	9.486244127	-2.94E-01	3.66E+00	7.34E-01	9.07E-01
transcript:CTRG_00035-t43_1	167	174	121	462	378	179	16.2695294	17.73565616	14.54119117	26.23855641	24.6961895	12.21609855	-4.94E-01	4.20E+00	3.67E-01	6.83E-01
transcript:CTRG_00036-t43_1	427	373	274	2888	2611	2219	41.59933566	38.01953878	32.92798661	164.0193743	170.5866423	151.4386742	1.12E+00	6.53E+00	1.21E-01	4.35E-01
transcript:CTRG_00037-t43_1	33	30	28	163	175	131	3.214936948	3.057871752	3.364903742	9.25732618	11.43342107	8.940273242	8.70E-01	2.66E+00	1.76E-01	5.09E-01
transcript:CTRG_00038-t43_1	24	15	10	94	79	53	2.338135962	1.528935876	1.201751336	5.338580742	5.161372938	3.617057113	4.94E-01	1.68E+00	4.66E-01	7.49E-01
transcript:CTRG_00039-t43_1	21	13	19	173	169	164	2.045868967	1.325077759	2.283327539	9.825260301	11.04141806	11.19240314	1.45E+00	2.59E+00	9.15E-02	3.85E-01
transcript:CTRG_00040-t43_1	138	93	137	514	375	236	13.44428178	9.479402431	16.46399331	29.19181384	24.500188	16.10614111	4.20E-02	4.14E+00	8.81E-01	9.68E-01
transcript:CTRG_00041-t43_1	632	533	366	64	48	99	61.57091367	54.32818812	43.98409891	3.634778377	3.136024064	6.756389702	-2.35E+00	5.06E+00	3.97E-01	7.05E-01
transcript:CTRG_00042-t43_1	13	15	9	115	125	88	1.266490313	1.528935876	1.081576203	6.531242397	8.166729333	6.005679735	1.07E+00	1.98E+00	2.12E-01	5.49E-01
transcript:CTRG_00043-t43_1	643	618	533	2107	2093	1102	62.64255932	62.99215809	64.05334622	119.6637194	136.7437159	75.20748941	9.24E-03	6.38E+00	9.29E-01	9.86E-01
transcript:CTRG_00044-t43_1	26514	25789	20204	18245	15142	13195	2583.055704	2628.648487	2428.0184	1036.195805	989.2849244	900.5107285	-1.06E+00	1.09E+01	4.37E-01	7.32E-01
transcript:CTRG_00045-t43_1	1214	1192	968	2630	2429	2037	118.2707107	121.4994376	116.3295293	149.3666739	158.6958844	139.0178366	2.53E-01	7.07E+00	5.09E-01	7.77E-01
transcript:CTRG_00046-t43_1	12421	12220	9867	40979	33932	21181	1210.082783	1245.573094	1185.768043	2327.337236	2216.907678	1445.526164	5.91E-02	1.06E+01	8.49E-01	9.55E-01
transcript:CTRG_00047-t43_1	923	796	1049	1205	1180	610	89.92081221	81.13553048	126.0637152	68.43606164	77.0939249	41.63027998	-9.65E-01	6.38E+00	1.96E-01	5.31E-01
transcript:CTRG_00048-t43_1	111	132	149	501	598	230	10.81387882	13.45463571	17.90609491	28.45349949	39.06963313	15.69666294	-1.91E-01	4.29E+00	8.17E-01	9.40E-01
transcript:CTRG_00049-t43_1	87	91	72	31	29	60	8.475742862	9.275544314	8.652609621	1.760595777	1.894681205	4.094781638	-5.46E-01	2.68E+00	8.54E-01	9.57E-01
transcript:CTRG_00050-t43_1	2969	2631	1728	194	138	342	289.246903	268.1753526	207.6626309	11.01792196	9.016069183	23.34025533	-2.81E+00	7.29E+00	3.74E-01	6.88E-01
transcript:CTRG_00051-t43_1	82	73	86	393	281	203	7.988631204	7.440821263	10.33506149	22.31981097	18.35880754	13.85401121	3.28E-01	3.69E+00	5.21E-01	7.87E-01
transcript:CTRG_00052-t43_1	97	64	73	9	9	0	9.44996618	6.523459737	8.772784755	0.511140709	0.588004512	0	-9.31E+00	2.31E+00	4.35E-02	2.81E-01
transcript:CTRG_00053-t43_1	754	831	901	354	300	173	73.45643814	84.70304753	108.2777954	20.1048679	19.6001504	11.80662039	-2.36E+00	5.87E+00	1.55E-01	4.85E-01
transcript:CTRG_00054-t43_1	230	295	318	137	202	76	22.4071363	30.06907223	38.21569249	7.780697464	13.1974346	5.186723408	-2.05E+00	4.39E+00	1.34E-01	4.55E-01
transcript:CTRG_00055-t43_1	1280	1051	1224	810	957	1261	124.7005846	107.1274404	147.0943636	46.00266384	62.52447977	86.05866075	-1.18E-01	6.68E+00	9.93E-01	1.00E+00
transcript:CTRG_00056-t43_1	1005	1101	983	3572	3573	1648	97.90944341	112.2238933	118.1321564	202.8660682	233.4377912	112.4700023	-1.86E-01	7.12E+00	7.39E-01	9.09E-01
transcript:CTRG_00057-t43_1	124	123	204	1052	1298	394	12.08036914	12.53727418	24.51572726	59.74666958	84.80331739	26.88906609	-1.43E-01	5.03E+00	9.86E-01	1.00E+00
transcript:CTRG_00058-t43_1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA
transcript:CTRG_00059-t43_1	2	2	1	1	3	15	0.194844664	0.203858117	0.120175134	0.056793412	0.196001504	1.023695409	2.92E+00	-1.09E+00	3.41E-03	7.89E-02
transcript:CTRG_00060-t43_1	867	847	865	2226	2102	1650	84.46516163	86.33391246	103.9514906	126.4221354	137.3317205	112.606495	2.73E-01	6.75E+00	4.52E-01	7.41E-01
transcript:CTRG_00061-t43_1	6499	6181	5100	3376	3174	1968	633.147734	630.0235099	612.8931815	191.7345594	207.3695912	134.3088377	-1.73E+00	8.78E+00	2.27E-01	5.67E-01
transcript:CTRG_00062-t43_1	4920	5107	4414	2381	2385	4384	479.3178722	520.5517012	530.4530398	135.2251143	155.8211957	299.192045	-2.61E-01	8.60E+00	9.61E-01	1.00E+00
transcript:CTRG_00063-t43_1	942	884	759	2156	1812	3496	91.77183651	90.10528762	91.21292642	122.4465966	118.3849084	238.5892767	1.40E+00	7.00E+00	2.64E-04	1.64E-02
transcript:CTRG_00064-t43_1	39	49	37	510	323	445	3.799470938	4.994523861	4.446479944	28.96464019	21.1028286	30.36963048	1.63E+00	3.89E+00	5.73E-02	3.19E-01
transcript:CTRG_00065-t43_1	1	1	0	2	17	20	0.097422332	0.101929058	0	0.113586824	1.110675189	1.364927213	2.59E+00	-6.91E-01	3.65E-02	2.53E-01
transcript:CTRG_00066-t43_1	373	335	352	881	779	450	36.33852974	34.14623456	42.30164704	50.0349961	50.8950572	30.71086228	-2.80E-01	5.34E+00	5.41E-01	7.99E-01
transcript:CTRG_00067-t43_1	363	371	411	1208	1145	362	35.36430643	37.81568066	49.39197992	68.60644187	74.80724069	24.70518255	-8.67E-01	5.54E+00	6.32E-02	3.31E-01
transcript:CTRG_00068-t43_1	75	66	73	256	235	51	7.306674881	6.727317854	8.772784755	14.53911351	15.35345115	3.480564392	-1.35E+00	3.17E+00	3.46E-02	2.46E-01
transcript:CTRG_00069-t43_1	52	97	65	395	418	122	5.065961251	9.887118664	7.811383686	22.4333978	27.30954289	8.326055996	-4.74E-01	3.63E+00	6.46E-01	8.53E-01
transcript:CTRG_00070-t43_1	380	447	523	766	1073	438	37.02048607	45.5622891	62.85159489	43.5037537	70.10320459	29.89190595	-5.97E-01	5.57E+00	2.73E-01	6.07E-01
transcript:CTRG_00071-t43_1	47	35	85	75	145	153	4.578849592	3.567517044	10.21488636	4.259505911	9.473406026	10.44169318	9.14E-01	2.85E+00	1.68E-01	5.01E-01
transcript:CTRG_00072-t43_1	455	436	396	1294	1232	1223	44.32716095	44.44106946	47.58935292	73.49067532	80.4912843	83.46529905	7.52E-01	5.94E+00	4.52E-02	2.85E-01
transcript:CTRG_00073-t43_1	10	7	14	9	3	5	0.974223318	0.713503409	1.682451871	0.511140709	0.196001504	0.341231803	-1.14E+00	-1.72E-01	6.47E-01	8.53E-01
transcript:CTRG_00074-t43_1	265	265	254	294	357	133	25.81691791	27.01120047	30.52448394	16.69726317	23.32417897	9.076765963	-1.32E+00	4.51E+00	9.10E-02	3.84E-01
transcript:CTRG_00075-t43_1	49	90	82	168	169	44	4.773694256	9.173615256	9.854360957	9.541293241	11.04141806	3.002839868	-1.35E+00	2.97E+00	5.94E-02	3.23E-01
transcript:CTRG_00076-t43_1	129	173	168	353	473	80	12.5674808	17.6337271	20.18942245	20.04807449	30.90290379	5.45970885	-1.66E+00	4.10E+00	4.33E-03	8.99E-02
transcript:CTRG_00077-t43_1	1	1	0	19	23	58	0.097422332	0.101929058	0	1.079074831	1.502678197	3.958288916	3.20E+00	3.78E-01	8.45E-03	1.27E-01
transcript:CTRG_00078-t43_1	5	11	8	40	31	25	0.487111659	1.121219642	0.961401069	2.271736486	2.025348875	1.706159016	5.57E-01	6.15E-01	4.23E-01	7.24E-01
transcript:CTRG_00079-t43_1	504	500	445	1392	1317	978	49.1008552	50.9645292	53.47793446	79.05642971	86.04466025	66.74494069	2.89E-01	5.98E+00	4.30E-01	7.28E-01
transcript:CTRG_00080-t43_1	579	566	516	1458	1542	735	56.40753008	57.69184705	62.01036895	82.80479491	100.744773	50.16107506	-2.99E-01	6.06E+00	5.06E-01	7.77E-01
transcript:CTRG_00081-t43_1	1694	1708	1991	1786	2010	1410	165.03343	174.0948317	239.268691	101.4330341	131.3210077	96.22736848	-6.51E-01	7.30E+00	4.73E-01	7.56E-01
transcript:CTRG_00082-t43_1	1072	1028	1153	2725	2499	1831	104.4367396	104.783072	138.5619291	154.7620481	163.2692528	124.9590863	1.11E-01	7.03E+00	7.43E-01	9.10E-01
transcript:CTRG_00083-t43_1	35	31	22	38	25	29	3.409781611	3.15980081	2.64385294	2.158149662	1.633345867	1.979144458	-2.90E-01	1.46E+00	8.68E-01	9.61E-01
transcript:CTRG_00084-t43_1	2302	2343	2448	4265	4550	2464	224.2662077	238.8197838	294.1887271	242.2239028	297.2689477	168.1590326	-4.55E-01	7.94E+00	4.43E-01	7.36E-01
transcript:CTRG_00085-t43_1	308	336	416	576	886	263	30.00607818	34.24816362	49.99285559	32.7130054	57.88577751	17.94879284	-9.90E-01	5.19E+00	7.29E-02	3.51E-01
transcript:CTRG_00086-t43_1	1726	1892	1675	2688	2950	1970	168.1509446	192.8497785	201.2933488	152.6606918	192.7348123	134.4453304	-2.86E-01	7.47E+00	6.70E-01	8.67E-01
transcript:CTRG_00087-t43_1	175	198	183	500	603	570	17.04890806	20.18195356	21.99204945	28.39670607	39.3963023	38.90042556	8.54E-01	4.77E+00	2.75E-02	2.26E-01
transcript:CTRG_00088-t43_1	606	588	417	1296	1096	1044	59.03793304	59.93428634	50.11303072	73.60426214	71.60588279	71.24920049	3.62E-01	6.02E+00	3.73E-01	6.88E-01
transcript:CTRG_00089-t43_1	245	253	154	176	127	144	23.86847128	25.78805177	18.50697058	9.995640538	8.297397002	9.82747593	-7.75E-01	4.13E+00	5.57E-01	8.06E-01
transcript:CTRG_00090-t43_1	214	225	250	1112	1292	385	20.84837899	22.93403814	30.04378341	63.15427431	84.41131438	26.27484884	-4.30E-01	5.24E+00	5.69E-01	8.10E-01
transcript:CTRG_00091-t43_1	501	501	395	1534	1243	923	48.80858821	51.06645826	47.46917778	87.12109423	81.20995648	62.99139086	2.21E-01	5.95E+00	5.61E-01	8.07E-01
transcript:CTRG_00092-t43_1	44	70	110	64	196	137	4.286582597	7.135034088	13.2192647	3.634778377	12.80543159	9.349751406	3.91E-01	3.08E+00	5.60E-01	8.07E-01
transcript:CTRG_00093-t43_1	228	226	204	1010	981	731	22.21229164	23.0359672	24.51572726	57.36134627	64.0924918	49.88808962	6.75E-01	5.26E+00	1.63E-01	4.97E-01
transcript:CTRG_00094-t43_1	719	664	395	2893	2153	2157	70.04665653	67.68089477	47.46917778	164.3033413	140.663746	147.2073999	8.56E-01	6.68E+00	1.04E-01	4.07E-01
transcript:CTRG_00095-t43_1	234	224	193	722	666	1077	22.79682563	22.83210908	23.19380079	41.00484357	43.51233388	73.50133039	1.50E+00	5.24E+00	4.95E-05	5.04E-03
transcript:CTRG_00096-t43_1	19	27	21	57	50	142	1.851024303	2.752084577	2.523677806	3.237224492	3.266691733	9.690983209	2.03E+00	2.05E+00	5.86E-05	5.43E-03
transcript:CTRG_00097-t43_1	80	78	15	763	392	960	7.79378654	7.950466555	1.802627004	43.33337347	25.61086319	65.5165062	2.28E+00	4.63E+00	2.20E-02	2.04E-01
transcript:CTRG_00098-t43_1	1	1	2	10	10	16	0.097422332	0.101929058	0.240350267	0.567934121	0.653338347	1.09194177	1.90E+00	-7.04E-01	2.37E-02	2.12E-01
transcript:CTRG_00099-t43_1	1107	1009	573	2958	2610	4916	107.8465212	102.8464199	68.86035157	167.9949131	170.5213085	335.4991088	1.67E+00	7.32E+00	2.35E-04	1.51E-02
transcript:CTRG_00100-t43_1	732	682	571	1767	1654	2039	71.31314684	69.51561783	68.6200013	100.3539593	108.0621625	139.1543293	9.43E-01	6.54E+00	1.12E-02	1.47E-01
transcript:CTRG_00101-t43_1	498	508	484	1362	1485	1022	48.51632121	51.77996166	58.16476467	77.35262734	97.02074447	69.74778056	2.98E-01	6.03E+00	4.16E-01	7.19E-01
transcript:CTRG_00102-t43_1	1	1	1	3	4	4	0.097422332	0.101929058	0.120175134	0.170380236	0.261335339	0.272985443	NA	NA	NA	NA
transcript:CTRG_00103-t43_1	1453	1497	1193	1354	1294	781	141.554648	152.5878004	143.3689344	76.89828005	84.54198205	53.30040765	-1.09E+00	6.85E+00	2.42E-01	5.80E-01
transcript:CTRG_00104-t43_1	1354	1333	1379	3461	3295	1623	131.9098372	135.8714348	165.7215093	196.5619994	215.2749852	110.7638433	-4.02E-01	7.29E+00	3.93E-01	7.03E-01
transcript:CTRG_00105-t43_1	135	102	96	760	611	512	13.15201479	10.39676396	11.53681283	43.16299323	39.91897298	34.94213664	8.88E-01	4.59E+00	1.67E-01	5.00E-01
transcript:CTRG_00106-t43_1	320	356	297	970	1098	332	31.17514616	36.28674479	35.69201469	55.08960978	71.73655046	22.65779173	-7.75E-01	5.33E+00	9.23E-02	3.86E-01
transcript:CTRG_00107-t43_1	638	675	698	1360	1378	395	62.15544766	68.80211442	83.88224327	77.23904052	90.03002416	26.95731245	-1.32E+00	6.08E+00	9.13E-03	1.33E-01
transcript:CTRG_00108-t43_1	949	863	340	3109	2402	4499	92.45379283	87.96477739	40.85954543	176.5707184	156.9318709	307.0403765	1.72E+00	7.16E+00	2.81E-03	7.13E-02
transcript:CTRG_00109-t43_1	42	50	35	52	26	52	4.091737934	5.09645292	4.206129677	2.953257432	1.698679701	3.548810753	5.66E-02	1.98E+00	8.67E-01	9.61E-01
transcript:CTRG_00110-t43_1	2733	2565	2186	3654	3520	3064	266.2552327	261.4480348	262.7028421	207.523128	229.975098	209.106849	-1.06E-01	7.95E+00	9.40E-01	9.92E-01
transcript:CTRG_00111-t43_1	89	76	125	473	731	296	8.670587526	7.746608438	15.0218917	26.86328395	47.75903314	20.20092275	2.89E-01	4.26E+00	6.24E-01	8.39E-01
transcript:CTRG_00112-t43_1	98	113	82	994	856	541	9.547388512	11.5179836	9.854360957	56.45265167	55.92576247	36.9212811	7.48E-01	4.77E+00	3.37E-01	6.63E-01
transcript:CTRG_00113-t43_1	17	14	10	376	359	190	1.65617964	1.427006818	1.201751336	21.35432297	23.45484664	12.96680852	8.73E-01	3.20E+00	4.12E-01	7.15E-01
transcript:CTRG_00114-t43_1	1355	1371	1279	3841	4124	2811	132.0072595	139.7447391	153.7039959	218.1434961	269.4367341	191.8405197	3.08E-01	7.49E+00	4.29E-01	7.27E-01
transcript:CTRG_00115-t43_1	151	125	133	760	758	374	14.71077209	12.7411323	15.98329277	43.16299323	49.52304667	25.52413887	2.28E-01	4.65E+00	6.55E-01	8.59E-01
transcript:CTRG_00116-t43_1	8	10	1	23	26	22	0.779378654	1.019290584	0.120175134	1.306248479	1.698679701	1.501419934	8.32E-01	2.73E-01	3.35E-01	6.61E-01
transcript:CTRG_00117-t43_1	2033	1972	1545	3573	2816	2662	198.0596004	201.0041032	185.6705815	202.9228616	183.9800784	181.671812	4.80E-02	7.62E+00	8.64E-01	9.61E-01
transcript:CTRG_00118-t43_1	112	102	156	601	604	185	10.91130116	10.39676396	18.74732085	34.1328407	39.46163614	12.62557672	-5.39E-01	4.28E+00	4.93E-01	7.71E-01
transcript:CTRG_00119-t43_1	258	256	329	409	967	545	25.13496159	26.09383895	39.53761896	23.22850557	63.17781812	37.19426654	3.04E-01	5.13E+00	5.21E-01	7.87E-01
transcript:CTRG_00120-t43_1	14	32	33	134	154	37	1.363912645	3.261729869	3.96577941	7.610317228	10.06141054	2.525115343	-7.32E-01	2.17E+00	5.12E-01	7.79E-01
transcript:CTRG_00121-t43_1	896	878	768	1658	1642	802	87.29040925	89.49371327	92.29450262	94.16347734	107.2781565	54.73358122	-6.11E-01	6.46E+00	2.22E-01	5.63E-01
transcript:CTRG_00122-t43_1	6547	6507	5490	2008	1578	1264	637.824006	663.252383	659.7614836	114.0411716	103.0967911	86.26339983	-2.35E+00	8.72E+00	2.30E-01	5.67E-01
transcript:CTRG_00123-t43_1	1365	1374	1122	3724	3156	1926	132.9814828	140.0505262	134.8364999	211.4986668	206.1935822	131.4424906	-1.19E-01	7.29E+00	8.38E-01	9.50E-01
transcript:CTRG_00124-t43_1	251	211	164	456	451	234	24.45300527	21.50703132	19.70872191	25.89779594	29.46555943	15.96964839	-4.17E-01	4.52E+00	4.34E-01	7.31E-01
transcript:CTRG_00125-t43_1	36665	33632	25882	71585	49382	41039	3571.989794	3428.078092	3110.372809	4065.556408	3226.315423	2800.762394	-1.61E-01	1.17E+01	8.99E-01	9.74E-01
transcript:CTRG_00126-t43_1	1101	1172	899	2652	2544	1073	107.2619873	119.4608564	108.0374451	150.616129	166.2092754	73.22834495	-6.30E-01	6.89E+00	1.70E-01	5.03E-01
transcript:CTRG_00127-t43_1	2190	2251	2013	4068	3318	2466	213.3549065	229.4423104	241.912544	231.0356006	216.7776634	168.2955253	-2.79E-01	7.78E+00	6.73E-01	8.69E-01
transcript:CTRG_00128-t43_1	558	612	568	2016	1942	852	54.36166112	62.38058374	68.2594759	114.4955189	126.8783069	58.14589925	-2.99E-01	6.27E+00	5.56E-01	8.05E-01
transcript:CTRG_00129-t43_1	3285	3738	3999	4178	4886	1838	320.0323598	381.0108203	480.5803594	237.2828759	319.2211162	125.4368108	-1.35E+00	8.32E+00	1.11E-01	4.18E-01
transcript:CTRG_00130-t43_1	1	6	5	11	21	11	0.097422332	0.61157435	0.600875668	0.624727534	1.372010528	0.750709967	4.48E-01	-3.29E-01	6.35E-01	8.46E-01
transcript:CTRG_00131-t43_1	2	7	3	10	12	15	0.194844664	0.713503409	0.360525401	0.567934121	0.784006016	1.023695409	1.17E+00	-4.00E-01	1.42E-01	4.65E-01
transcript:CTRG_00132-t43_1	206	223	234	373	463	161	20.06900034	22.73018002	28.12098127	21.18394273	30.24956545	10.98766406	-9.74E-01	4.47E+00	8.59E-02	3.74E-01
transcript:CTRG_00133-t43_1	72	64	63	39	39	23	7.014407886	6.523459737	7.571033418	2.214943074	2.548019552	1.569666294	-1.67E+00	2.33E+00	2.51E-01	5.86E-01
transcript:CTRG_00134-t43_1	6	1	3	0	1	3	0.584533991	0.101929058	0.360525401	0	0.065333835	0.204739082	NA	NA	NA	NA
transcript:CTRG_00135-t43_1	249	261	210	838	1036	352	24.25816061	26.60348424	25.23677806	47.59287938	67.68585271	24.02271894	-3.94E-01	5.08E+00	4.83E-01	7.64E-01
transcript:CTRG_00136-t43_1	183	181	263	348	693	438	17.82828671	18.44915957	31.60606014	19.76410743	45.27634742	29.89190595	4.05E-01	4.73E+00	4.07E-01	7.12E-01
transcript:CTRG_00137-t43_1	1	2	4	12	18	9	0.097422332	0.203858117	0.480700535	0.681520946	1.176009024	0.614217246	4.89E-01	-5.87E-01	6.09E-01	8.32E-01
transcript:CTRG_00138-t43_1	65	68	80	177	199	79	6.332451564	6.931175971	9.61401069	10.05243395	13.0014331	5.391462489	-5.43E-01	3.07E+00	3.68E-01	6.84E-01
transcript:CTRG_00139-t43_1	100	108	194	214	323	143	9.742233175	11.00833831	23.31397592	12.1537902	21.1028286	9.75922957	-4.58E-01	3.85E+00	5.62E-01	8.08E-01
transcript:CTRG_00140-t43_1	95	134	161	125	182	80	9.255121516	13.65849382	19.34819651	7.099176518	11.89075791	5.45970885	-1.03E+00	3.52E+00	2.83E-01	6.17E-01
transcript:CTRG_00141-t43_1	312	271	310	1431	1740	224	30.39576751	27.62277482	37.25429142	81.27137278	113.6808723	15.28718478	-1.60E+00	5.52E+00	3.47E-02	2.46E-01
transcript:CTRG_00142-t43_1	1038	1166	1544	2541	5280	4261	101.1243804	118.8492821	185.5504063	144.3120603	344.962647	290.7977426	9.72E-01	7.58E+00	5.98E-02	3.23E-01
transcript:CTRG_00143-t43_1	11	17	11	40	65	78	1.071645649	1.732793993	1.32192647	2.271736486	4.246699253	5.323216129	1.59E+00	1.47E+00	1.04E-02	1.43E-01
transcript:CTRG_00144-t43_1	138	183	232	432	833	308	13.44428178	18.65301769	27.880631	24.53475405	54.42308427	21.01987907	-1.19E-01	4.65E+00	9.15E-01	9.81E-01
transcript:CTRG_00145-t43_1	1007	1276	1364	2051	2519	1704	98.10428807	130.0614785	163.9188823	116.4832883	164.5759295	116.2917985	-3.20E-02	7.04E+00	9.90E-01	1.00E+00
transcript:CTRG_00146-t43_1	24	26	26	55	98	120	2.338135962	2.650155518	3.124553474	3.123637668	6.402715797	8.189563275	1.46E+00	2.14E+00	6.66E-03	1.14E-01
